IX,IY,IZ,CU,AU,density,economic value process,economic value waste
30,37,7,0.541852,0.591481,2.65,385734,-64395
30,37,8,0.722222,0.657778,2.65,564685,-64395
30,37,9,0.833333,0.691111,2.65,671120,-64395
30,37,10,0.638889,0.712592,2.65,525291,-64395
30,37,11,0.428518,0.742222,2.65,370755,-64395
30,37,12,0.448148,0.747407,2.65,389202,-64395
30,37,13,0.351445,0.697523,2.66,287075,-64638
30,37,14,0.167878,0.473788,2.49222,23241.6,-60561
30,37,15,0.0593221,0.130195,0.444556,-39730.1,-10802.7
30,38,1,0,0,2.26667,-299880,-55080
30,38,2,0.198841,0.222503,2.39111,-70043,-58104
30,38,3,0.356296,0.380741,2.68,130897,-65124
30,38,4,0.494444,0.47037,2.68,289414,-65124
30,38,5,0.548519,0.496296,2.68,346770,-65124
30,38,6,0.690529,0.556636,2.67556,492612,-65016
30,38,7,0.692075,0.581477,2.65778,503209,-64584
30,38,8,0.75037,0.611852,2.65,564106,-64395
30,38,9,0.812963,0.636667,2.65,627122,-64395
30,38,10,0.617407,0.681852,2.65,492406,-64395
30,38,11,0.418518,0.738148,2.65,360632,-64395
30,38,12,0.474444,0.732222,2.65,402703,-64395
30,38,13,0.451852,0.707778,2.65,372112,-64395
30,38,14,0.273013,0.655522,2.42778,184610,-58995
30,38,15,0,0,0.418381,-55351.8,-10166.7
30,39,1,0,0,2.26667,-299880,-55080
30,39,2,0.16403,0.172442,2.36,-116702,-57348
30,39,3,0.505185,0.486296,2.68,306328,-65124
30,39,4,0.614815,0.494074,2.68,399667,-65124
30,39,5,0.888889,0.505926,2.68,629127,-65124
30,39,6,0.958519,0.534444,2.68,700490,-65124
30,39,7,0.965287,0.546328,2.67889,711799,-65097
30,39,8,0.813724,0.525599,2.66111,573868,-64665
30,39,9,0.75037,0.552963,2.65,534274,-64395
30,39,10,0.589259,0.626296,2.65,441577,-64395
30,39,11,0.418518,0.71,2.65,346373,-64395
30,39,12,0.469259,0.7,2.65,382201,-64395
30,39,13,0.447407,0.682222,2.65,355584,-64395
30,39,14,0.265555,0.71037,2.4,202217,-58320
30,39,15,0,0,0.38032,-50316.4,-9241.78
30,40,1,0,0,2.26667,-299880,-55080
30,40,2,0,0,2.26667,-299880,-55080
30,40,3,0.298043,0.238037,2.49778,9607.01,-60696
30,40,4,0.508519,0.318889,2.68,223280,-65124
30,40,5,0.948889,0.467407,2.68,658297,-65124
30,40,6,0.950741,0.458519,2.68,655253,-65124
30,40,7,0.933333,0.451111,2.68,637270,-65124
30,40,8,0.944521,0.456661,2.67889,648962,-65097
30,40,9,0.816363,0.489208,2.66111,557492,-64665
30,40,10,0.551111,0.525185,2.65,359612,-64395
30,40,11,0.387778,0.553333,2.65,242234,-64395
30,40,12,0.432592,0.531481,2.65,267283,-64395
30,40,13,0.401481,0.545185,2.65,249151,-64395
30,40,14,0.237407,0.590741,2.4,126788,-58320
30,40,15,0,0,0.342829,-45356.2,-8330.74
30,41,1,0,0,2.26667,-299880,-55080
30,41,2,0,0,2.26667,-299880,-55080
30,41,3,0.0170006,0.0113338,2.27704,-284546,-55332
30,41,4,0.339426,0.229747,2.57926,38295.1,-62676
30,41,5,0.646667,0.334074,2.68,343659,-65124
30,41,6,0.748519,0.356667,2.68,438249,-65124
30,41,7,0.805185,0.377037,2.68,494872,-65124
30,41,8,0.86037,0.401852,2.68,552564,-65124
30,41,9,0.848218,0.40776,2.67889,545460,-65097
30,41,10,0.544184,0.432558,2.66556,308909,-64773
30,41,11,0.410707,0.506601,2.65111,237140,-64422
30,41,12,0.433333,0.453333,2.65,228292,-64395
30,41,13,0.386296,0.434444,2.65,180814,-64395
30,41,14,0.217407,0.465926,2.4,54926.5,-58320
30,41,15,0,0,0.304163,-40240.7,-7391.15
30,42,1,0,0,2.26667,-299880,-55080
30,42,2,0,0,2.26667,-299880,-55080
30,42,3,0,0,2.26667,-299880,-55080
30,42,4,0.0295078,0.0216969,2.28741,-272609,-55584
30,42,5,0.261706,0.153757,2.49185,-58098.8,-60552
30,42,6,0.480441,0.238164,2.65481,157545,-64512
30,42,7,0.511481,0.253333,2.68,192111,-65124
30,42,8,0.584444,0.287037,2.68,268847,-65124
30,42,9,0.615556,0.313704,2.68,307866,-65124
30,42,10,0.427407,0.321481,2.68,158498,-65124
30,42,11,0.340329,0.339979,2.67889,96959.8,-65097
30,42,12,0.458889,0.363039,2.67111,204767,-64908
30,42,13,0.395779,0.339552,2.66111,140975,-64665
30,42,14,0.187037,0.311852,2.4,-37927.8,-58320
30,42,15,0,0,0.277929,-36770,-6753.67
30,43,1,0,0,2.26667,-299880,-55080
30,43,2,0,0,2.26667,-299880,-55080
30,43,3,0,0,2.26667,-299880,-55080
30,43,4,0,0,2.26667,-299880,-55080
30,43,5,0,0,2.26667,-299880,-55080
30,43,6,0.0643649,0.0323984,2.29778,-244786,-55836
30,43,7,0.239635,0.119817,2.43556,-88936.7,-59184
30,43,8,0.415809,0.208676,2.57333,87620.9,-62532
30,43,9,0.477076,0.260597,2.65481,166212,-64512
30,43,10,0.33963,0.27037,2.68,60768.7,-65124
30,43,11,0.263333,0.285926,2.68,6551.63,-65124
30,43,12,0.31963,0.292963,2.68,56041.8,-65124
30,43,13,0.253946,0.253574,2.66963,-17605.8,-64872
30,43,14,0.151852,0.197407,2.4,-116115,-58320
30,43,15,0,0,0.272601,-36065.1,-6624.2
30,44,1,0,0,2.26667,-299880,-55080
30,44,2,0,0,2.26667,-299880,-55080
30,44,3,0,0,2.26667,-299880,-55080
30,44,4,0,0,2.26667,-299880,-55080
30,44,5,0,0,2.26667,-299880,-55080
30,44,6,0,0,2.26667,-299880,-55080
30,44,7,0,0,2.26667,-299880,-55080
30,44,8,0,0,2.26667,-299880,-55080
30,44,9,0.0122056,0.00871828,2.27704,-289005,-55332
30,44,10,0.0839058,0.0793366,2.38963,-218928,-58068
30,44,11,0.14076,0.149905,2.4963,-151863,-60660
30,44,12,0.0870183,0.0988658,2.42963,-211223,-59040
30,44,13,0.0634344,0.0825062,2.39407,-232790,-58176
30,44,14,0.0251852,0.0348148,2.4,-283165,-58320
30,44,15,0,0,0.155262,-20541.2,-3772.87
30,45,1,0,0,2.26667,-299880,-55080
30,45,2,0,0,2.26667,-299880,-55080
30,45,3,0,0,2.26667,-299880,-55080
30,45,4,0,0,2.26667,-299880,-55080
30,45,5,0,0,2.26667,-299880,-55080
30,45,6,0,0,2.26667,-299880,-55080
30,45,7,0,0,2.26667,-299880,-55080
30,45,8,0,0,2.26667,-299880,-55080
30,45,9,0,0,2.26667,-299880,-55080
30,45,10,0,0,2.26667,-299880,-55080
30,45,11,0,0,2.26667,-299880,-55080
30,45,12,0,0,2.26667,-299880,-55080
30,45,13,0,0,2.26667,-299880,-55080
30,45,14,0.00616471,0.00886177,2.30704,-296987,-56061
30,45,15,0,0,0.00646396,-855.182,-157.074
30,46,1,0,0,2.26667,-299880,-55080
30,46,2,0,0,2.26667,-299880,-55080
30,46,3,0,0,2.26667,-299880,-55080
30,46,4,0,0,2.26667,-299880,-55080
30,46,5,0,0,2.26667,-299880,-55080
30,46,6,0,0,2.26667,-299880,-55080
30,46,7,0,0,2.26667,-299880,-55080
30,46,8,0,0,2.26667,-299880,-55080
30,46,9,0,0,2.26667,-299880,-55080
30,46,10,0,0,2.26667,-299880,-55080
30,46,11,0,0,2.26667,-299880,-55080
30,46,12,0,0,2.26667,-299880,-55080
30,46,13,0,0,2.26667,-299880,-55080
30,46,14,0,0,2.0545,-271810,-49924.3
30,47,1,0,0,2.26667,-299880,-55080
30,47,2,0,0,2.26667,-299880,-55080
30,47,3,0,0,2.26667,-299880,-55080
30,47,4,0,0,2.26667,-299880,-55080
30,47,5,0,0,2.26667,-299880,-55080
30,47,6,0,0,2.26667,-299880,-55080
30,47,7,0,0,2.26667,-299880,-55080
30,47,8,0,0,2.26667,-299880,-55080
30,47,9,0,0,2.26667,-299880,-55080
30,47,10,0,0,2.26667,-299880,-55080
30,47,11,0,0,2.26667,-299880,-55080
30,47,12,0,0,2.26667,-299880,-55080
30,47,13,0,0,2.26667,-299880,-55080
30,47,14,0,0,1.83527,-242806,-44597
30,48,1,0,0,2.26667,-299880,-55080
30,48,2,0,0,2.26667,-299880,-55080
30,48,3,0,0,2.26667,-299880,-55080
30,48,4,0,0,2.26667,-299880,-55080
30,48,5,0,0,2.26667,-299880,-55080
30,48,6,0,0,2.26667,-299880,-55080
30,48,7,0,0,2.26667,-299880,-55080
30,48,8,0,0,2.26667,-299880,-55080
30,48,9,0,0,2.26667,-299880,-55080
30,48,10,0,0,2.26667,-299880,-55080
30,48,11,0,0,2.26667,-299880,-55080
30,48,12,0,0,2.26667,-299880,-55080
30,48,13,0,0,2.26667,-299880,-55080
30,48,14,0,0,1.86756,-247078,-45381.7
30,49,1,0,0,2.26667,-299880,-55080
30,49,2,0,0,2.26667,-299880,-55080
30,49,3,0,0,2.26667,-299880,-55080
30,49,4,0,0,2.26667,-299880,-55080
30,49,5,0,0,2.26667,-299880,-55080
30,49,6,0,0,2.26667,-299880,-55080
30,49,7,0,0,2.26667,-299880,-55080
30,49,8,0,0,2.26667,-299880,-55080
30,49,9,0,0,2.26667,-299880,-55080
30,49,10,0,0,2.26667,-299880,-55080
30,49,11,0,0,2.26667,-299880,-55080
30,49,12,0,0,2.26667,-299880,-55080
30,49,13,0,0,2.26667,-299880,-55080
30,49,14,0,0,1.95834,-259089,-47587.7
30,50,1,0,0,2.26667,-299880,-55080
30,50,2,0,0,2.26667,-299880,-55080
30,50,3,0,0,2.26667,-299880,-55080
30,50,4,0,0,2.26667,-299880,-55080
30,50,5,0,0,2.26667,-299880,-55080
30,50,6,0,0,2.26667,-299880,-55080
30,50,7,0,0,2.26667,-299880,-55080
30,50,8,0,0,2.26667,-299880,-55080
30,50,9,0,0,2.26667,-299880,-55080
30,50,10,0,0,2.26667,-299880,-55080
30,50,11,0,0,2.26667,-299880,-55080
30,50,12,0,0,2.26667,-299880,-55080
30,50,13,0,0,2.26667,-299880,-55080
30,50,14,0,0,1.88928,-249951,-45909.5
30,51,1,0,0,2.26667,-299880,-55080
30,51,2,0,0,2.26667,-299880,-55080
30,51,3,0,0,2.26667,-299880,-55080
30,51,4,0,0,2.26667,-299880,-55080
30,51,5,0,0,2.26667,-299880,-55080
30,51,6,0,0,2.26667,-299880,-55080
30,51,7,0,0,2.26667,-299880,-55080
30,51,8,0,0,2.26667,-299880,-55080
30,51,9,0,0,2.26667,-299880,-55080
30,51,10,0,0,2.26667,-299880,-55080
30,51,11,0,0,2.26667,-299880,-55080
30,51,12,0,0,2.26667,-299880,-55080
30,51,13,0,0,2.26667,-299880,-55080
30,51,14,0,0,2.06349,-272999,-50142.7
30,52,1,0,0,2.26667,-299880,-55080
30,52,2,0,0,2.26667,-299880,-55080
30,52,3,0,0,2.26667,-299880,-55080
30,52,4,0,0,2.26667,-299880,-55080
30,52,5,0,0,2.26667,-299880,-55080
30,52,6,0,0,2.26667,-299880,-55080
30,52,7,0,0,2.26667,-299880,-55080
30,52,8,0,0,2.26667,-299880,-55080
30,52,9,0,0,2.26667,-299880,-55080
30,52,10,0,0,2.26667,-299880,-55080
30,52,11,0,0,2.26667,-299880,-55080
30,52,12,0,0,2.26667,-299880,-55080
30,52,13,0,0,2.26667,-299880,-55080
30,52,14,0,0,2.10306,-278235,-51104.3
30,53,1,0,0,2.26667,-299880,-55080
30,53,2,0,0,2.26667,-299880,-55080
30,53,3,0,0,2.26667,-299880,-55080
30,53,4,0,0,2.26667,-299880,-55080
30,53,5,0,0,2.26667,-299880,-55080
30,53,6,0,0,2.26667,-299880,-55080
30,53,7,0,0,2.26667,-299880,-55080
30,53,8,0,0,2.26667,-299880,-55080
30,53,9,0,0,2.26667,-299880,-55080
30,53,10,0,0,2.26667,-299880,-55080
30,53,11,0,0,2.26667,-299880,-55080
30,53,12,0,0,2.26667,-299880,-55080
30,53,13,0,0,2.26667,-299880,-55080
30,53,14,0,0,1.9951,-263952,-48480.9
30,54,1,0,0,2.26667,-299880,-55080
30,54,2,0,0,2.26667,-299880,-55080
30,54,3,0,0,2.26667,-299880,-55080
30,54,4,0,0,2.26667,-299880,-55080
30,54,5,0,0,2.26667,-299880,-55080
30,54,6,0,0,2.26667,-299880,-55080
30,54,7,0,0,2.26667,-299880,-55080
30,54,8,0,0,2.26667,-299880,-55080
30,54,9,0,0,2.26667,-299880,-55080
30,54,10,0,0,2.26667,-299880,-55080
30,54,11,0,0,2.26667,-299880,-55080
30,54,12,0,0,2.26667,-299880,-55080
30,54,13,0,0,2.26667,-299880,-55080
30,54,14,0,0,1.93089,-255457,-46920.7
30,55,1,0,0,2.26667,-299880,-55080
30,55,2,0,0,2.26667,-299880,-55080
30,55,3,0,0,2.26667,-299880,-55080
30,55,4,0,0,2.26667,-299880,-55080
30,55,5,0,0,2.26667,-299880,-55080
30,55,6,0,0,2.26667,-299880,-55080
30,55,7,0,0,2.26667,-299880,-55080
30,55,8,0,0,2.26667,-299880,-55080
30,55,9,0,0,2.26667,-299880,-55080
30,55,10,0,0,2.26667,-299880,-55080
30,55,11,0,0,2.26667,-299880,-55080
30,55,12,0,0,2.26667,-299880,-55080
30,55,13,0,0,2.26667,-299880,-55080
30,55,14,0,0,1.99563,-264021,-48493.7
30,56,1,0,0,2.26667,-299880,-55080
30,56,2,0,0,2.26667,-299880,-55080
30,56,3,0,0,2.26667,-299880,-55080
30,56,4,0,0,2.26667,-299880,-55080
30,56,5,0,0,2.26667,-299880,-55080
30,56,6,0,0,2.26667,-299880,-55080
30,56,7,0,0,2.26667,-299880,-55080
30,56,8,0,0,2.26667,-299880,-55080
30,56,9,0,0,2.26667,-299880,-55080
30,56,10,0,0,2.26667,-299880,-55080
30,56,11,0,0,2.26667,-299880,-55080
30,56,12,0,0,2.26667,-299880,-55080
30,56,13,0,0,2.26667,-299880,-55080
30,56,14,0,0,2.04491,-270542,-49691.4
30,57,1,0,0,2.26667,-299880,-55080
30,57,2,0,0,2.26667,-299880,-55080
30,57,3,0,0,2.26667,-299880,-55080
30,57,4,0,0,2.26667,-299880,-55080
30,57,5,0,0,2.26667,-299880,-55080
30,57,6,0,0,2.26667,-299880,-55080
30,57,7,0,0,2.26667,-299880,-55080
30,57,8,0,0,2.26667,-299880,-55080
30,57,9,0,0,2.26667,-299880,-55080
30,57,10,0,0,2.26667,-299880,-55080
30,57,11,0,0,2.26667,-299880,-55080
30,57,12,0,0,2.26667,-299880,-55080
30,57,13,0,0,2.26667,-299880,-55080
30,57,14,0,0,2.11462,-279764,-51385.2
30,58,1,0,0,2.26667,-299880,-55080
30,58,2,0,0,2.26667,-299880,-55080
30,58,3,0,0,2.26667,-299880,-55080
30,58,4,0,0,2.26667,-299880,-55080
30,58,5,0,0,2.26667,-299880,-55080
30,58,6,0,0,2.26667,-299880,-55080
30,58,7,0,0,2.26667,-299880,-55080
30,58,8,0,0,2.26667,-299880,-55080
30,58,9,0,0,2.26667,-299880,-55080
30,58,10,0,0,2.26667,-299880,-55080
30,58,11,0,0,2.26667,-299880,-55080
30,58,12,0,0,2.26667,-299880,-55080
30,58,13,0,0,2.26667,-299880,-55080
30,58,14,0,0,2.10307,-278236,-51104.6
30,59,1,0,0,2.26667,-299880,-55080
30,59,2,0,0,2.26667,-299880,-55080
30,59,3,0,0,2.26667,-299880,-55080
30,59,4,0,0,2.26667,-299880,-55080
30,59,5,0,0,2.26667,-299880,-55080
30,59,6,0,0,2.26667,-299880,-55080
30,59,7,0,0,2.26667,-299880,-55080
30,59,8,0,0,2.26667,-299880,-55080
30,59,9,0,0,2.26667,-299880,-55080
30,59,10,0,0,2.26667,-299880,-55080
30,59,11,0,0,2.26667,-299880,-55080
30,59,12,0,0,2.26667,-299880,-55080
30,59,13,0,0,2.26667,-299880,-55080
30,59,14,0,0,1.78449,-236088,-43363.1
30,60,1,0,0,2.26667,-299880,-55080
30,60,2,0,0,2.26667,-299880,-55080
30,60,3,0,0,2.26667,-299880,-55080
30,60,4,0,0,2.26667,-299880,-55080
30,60,5,0,0,2.26667,-299880,-55080
30,60,6,0,0,2.26667,-299880,-55080
30,60,7,0,0,2.26667,-299880,-55080
30,60,8,0,0,2.26667,-299880,-55080
30,60,9,0,0,2.26667,-299880,-55080
30,60,10,0,0,2.26667,-299880,-55080
30,60,11,0,0,2.26667,-299880,-55080
30,60,12,0,0,2.26667,-299880,-55080
30,60,13,0,0,2.26667,-299880,-55080
30,60,14,0,0,1.34807,-178350,-32758.2
31,1,1,0,0,2.26667,-299880,-55080
31,1,2,0,0,2.26667,-299880,-55080
31,1,3,0,0,2.26667,-299880,-55080
31,1,4,0,0,2.26667,-299880,-55080
31,1,5,0,0,2.26667,-299880,-55080
31,1,6,0,0,2.26667,-299880,-55080
31,1,7,0,0,2.26667,-299880,-55080
31,1,8,0,0,2.26667,-299880,-55080
31,1,9,0,0,2.26667,-299880,-55080
31,1,10,0,0,2.26667,-299880,-55080
31,1,11,0,0,2.26667,-299880,-55080
31,1,12,0,0,2.26667,-299880,-55080
31,1,13,0,0,2.26667,-299880,-55080
31,1,14,0,0,0.57109,-75555.3,-13877.5
31,2,1,0,0,2.26667,-299880,-55080
31,2,2,0,0,2.26667,-299880,-55080
31,2,3,0,0,2.26667,-299880,-55080
31,2,4,0,0,2.26667,-299880,-55080
31,2,5,0,0,2.26667,-299880,-55080
31,2,6,0,0,2.26667,-299880,-55080
31,2,7,0,0,2.26667,-299880,-55080
31,2,8,0,0,2.26667,-299880,-55080
31,2,9,0,0,2.26667,-299880,-55080
31,2,10,0,0,2.26667,-299880,-55080
31,2,11,0,0,2.26667,-299880,-55080
31,2,12,0,0,2.26667,-299880,-55080
31,2,13,0,0,2.26667,-299880,-55080
31,2,14,0,0,0.433102,-57299.3,-10524.4
31,3,1,0,0,2.26667,-299880,-55080
31,3,2,0,0,2.26667,-299880,-55080
31,3,3,0,0,2.26667,-299880,-55080
31,3,4,0,0,2.26667,-299880,-55080
31,3,5,0,0,2.26667,-299880,-55080
31,3,6,0,0,2.26667,-299880,-55080
31,3,7,0,0,2.26667,-299880,-55080
31,3,8,0,0,2.26667,-299880,-55080
31,3,9,0,0,2.26667,-299880,-55080
31,3,10,0,0,2.26667,-299880,-55080
31,3,11,0,0,2.26667,-299880,-55080
31,3,12,0,0,2.26667,-299880,-55080
31,3,13,0,0,2.26667,-299880,-55080
31,3,14,0,0,0.347662,-45995.7,-8448.19
31,4,1,0,0,2.26667,-299880,-55080
31,4,2,0,0,2.26667,-299880,-55080
31,4,3,0,0,2.26667,-299880,-55080
31,4,4,0,0,2.26667,-299880,-55080
31,4,5,0,0,2.26667,-299880,-55080
31,4,6,0,0,2.26667,-299880,-55080
31,4,7,0,0,2.26667,-299880,-55080
31,4,8,0,0,2.26667,-299880,-55080
31,4,9,0,0,2.26667,-299880,-55080
31,4,10,0,0,2.26667,-299880,-55080
31,4,11,0,0,2.26667,-299880,-55080
31,4,12,0,0,2.26667,-299880,-55080
31,4,13,0,0,2.26667,-299880,-55080
31,4,14,0,0,0.485376,-64215.3,-11794.6
31,5,1,0,0,2.26667,-299880,-55080
31,5,2,0,0,2.26667,-299880,-55080
31,5,3,0,0,2.26667,-299880,-55080
31,5,4,0,0,2.26667,-299880,-55080
31,5,5,0,0,2.26667,-299880,-55080
31,5,6,0,0,2.26667,-299880,-55080
31,5,7,0,0,2.26667,-299880,-55080
31,5,8,0,0,2.26667,-299880,-55080
31,5,9,0,0,2.26667,-299880,-55080
31,5,10,0,0,2.26667,-299880,-55080
31,5,11,0,0,2.26667,-299880,-55080
31,5,12,0,0,2.26667,-299880,-55080
31,5,13,0,0,2.26667,-299880,-55080
31,5,14,0,0,0.743728,-98395.3,-18072.6
31,6,1,0,0,2.26667,-299880,-55080
31,6,2,0,0,2.26667,-299880,-55080
31,6,3,0,0,2.26667,-299880,-55080
31,6,4,0,0,2.26667,-299880,-55080
31,6,5,0,0,2.26667,-299880,-55080
31,6,6,0,0,2.26667,-299880,-55080
31,6,7,0,0,2.26667,-299880,-55080
31,6,8,0,0,2.26667,-299880,-55080
31,6,9,0,0,2.26667,-299880,-55080
31,6,10,0,0,2.26667,-299880,-55080
31,6,11,0,0,2.26667,-299880,-55080
31,6,12,0,0,2.26667,-299880,-55080
31,6,13,0,0,2.26667,-299880,-55080
31,6,14,0,0,1.00371,-132790,-24390.1
31,7,1,0,0,2.26667,-299880,-55080
31,7,2,0,0,2.26667,-299880,-55080
31,7,3,0,0,2.26667,-299880,-55080
31,7,4,0,0,2.26667,-299880,-55080
31,7,5,0,0,2.26667,-299880,-55080
31,7,6,0,0,2.26667,-299880,-55080
31,7,7,0,0,2.26667,-299880,-55080
31,7,8,0,0,2.26667,-299880,-55080
31,7,9,0,0,2.26667,-299880,-55080
31,7,10,0,0,2.26667,-299880,-55080
31,7,11,0,0,2.26667,-299880,-55080
31,7,12,0,0,2.26667,-299880,-55080
31,7,13,0,0,2.26667,-299880,-55080
31,7,14,0,0,1.23556,-163465,-30024.2
31,8,1,0,0,2.26667,-299880,-55080
31,8,2,0,0,2.26667,-299880,-55080
31,8,3,0,0,2.26667,-299880,-55080
31,8,4,0,0,2.26667,-299880,-55080
31,8,5,0,0,2.26667,-299880,-55080
31,8,6,0,0,2.26667,-299880,-55080
31,8,7,0,0,2.26667,-299880,-55080
31,8,8,0,0,2.26667,-299880,-55080
31,8,9,0,0,2.26667,-299880,-55080
31,8,10,0,0,2.26667,-299880,-55080
31,8,11,0,0,2.26667,-299880,-55080
31,8,12,0,0,2.26667,-299880,-55080
31,8,13,0,0,2.26667,-299880,-55080
31,8,14,0,0,1.4667,-194044,-35640.8
31,9,1,0,0,2.26667,-299880,-55080
31,9,2,0,0,2.26667,-299880,-55080
31,9,3,0,0,2.26667,-299880,-55080
31,9,4,0,0,2.26667,-299880,-55080
31,9,5,0,0,2.26667,-299880,-55080
31,9,6,0,0,2.26667,-299880,-55080
31,9,7,0,0,2.26667,-299880,-55080
31,9,8,0,0,2.26667,-299880,-55080
31,9,9,0,0,2.26667,-299880,-55080
31,9,10,0,0,2.26667,-299880,-55080
31,9,11,0,0,2.26667,-299880,-55080
31,9,12,0,0,2.26667,-299880,-55080
31,9,13,0,0,2.26667,-299880,-55080
31,9,14,0,0,1.68651,-223125,-40982.1
31,10,1,0,0,2.26667,-299880,-55080
31,10,2,0,0,2.26667,-299880,-55080
31,10,3,0,0,2.26667,-299880,-55080
31,10,4,0,0,2.26667,-299880,-55080
31,10,5,0,0,2.26667,-299880,-55080
31,10,6,0,0,2.26667,-299880,-55080
31,10,7,0,0,2.26667,-299880,-55080
31,10,8,0,0,2.26667,-299880,-55080
31,10,9,0,0,2.26667,-299880,-55080
31,10,10,0,0,2.26667,-299880,-55080
31,10,11,0,0,2.26667,-299880,-55080
31,10,12,0,0,2.26667,-299880,-55080
31,10,13,0,0,2.26667,-299880,-55080
31,10,14,0,0,1.83027,-242145,-44475.5
31,11,1,0,0,2.26667,-299880,-55080
31,11,2,0,0,2.26667,-299880,-55080
31,11,3,0,0,2.26667,-299880,-55080
31,11,4,0,0,2.26667,-299880,-55080
31,11,5,0,0,2.26667,-299880,-55080
31,11,6,0,0,2.26667,-299880,-55080
31,11,7,0,0,2.26667,-299880,-55080
31,11,8,0,0,2.26667,-299880,-55080
31,11,9,0,0,2.26667,-299880,-55080
31,11,10,0,0,2.26667,-299880,-55080
31,11,11,0,0,2.26667,-299880,-55080
31,11,12,0,0,2.26667,-299880,-55080
31,11,13,0,0,2.26667,-299880,-55080
31,11,14,0,0,1.82976,-242077,-44463.2
31,12,1,0,0,2.26667,-299880,-55080
31,12,2,0,0,2.26667,-299880,-55080
31,12,3,0,0,2.26667,-299880,-55080
31,12,4,0,0,2.26667,-299880,-55080
31,12,5,0,0,2.26667,-299880,-55080
31,12,6,0,0,2.26667,-299880,-55080
31,12,7,0,0,2.26667,-299880,-55080
31,12,8,0,0,2.26667,-299880,-55080
31,12,9,0,0,2.26667,-299880,-55080
31,12,10,0,0,2.26667,-299880,-55080
31,12,11,0,0,2.26667,-299880,-55080
31,12,12,0,0,2.26667,-299880,-55080
31,12,13,0,0,2.26667,-299880,-55080
31,12,14,0,0,1.69086,-223700,-41087.8
31,13,1,0,0,2.26667,-299880,-55080
31,13,2,0,0,2.26667,-299880,-55080
31,13,3,0,0,2.26667,-299880,-55080
31,13,4,0,0,2.26667,-299880,-55080
31,13,5,0,0,2.26667,-299880,-55080
31,13,6,0,0,2.26667,-299880,-55080
31,13,7,0,0,2.26667,-299880,-55080
31,13,8,0,0,2.26667,-299880,-55080
31,13,9,0,0,2.26667,-299880,-55080
31,13,10,0,0,2.26667,-299880,-55080
31,13,11,0,0,2.26667,-299880,-55080
31,13,12,0,0,2.26667,-299880,-55080
31,13,13,0,0,2.26667,-299880,-55080
31,13,14,0,0,1.5561,-205872,-37813.2
31,14,1,0,0,2.26667,-299880,-55080
31,14,2,0,0,2.26667,-299880,-55080
31,14,3,0,0,2.26667,-299880,-55080
31,14,4,0,0,2.26667,-299880,-55080
31,14,5,0,0,2.26667,-299880,-55080
31,14,6,0,0,2.26667,-299880,-55080
31,14,7,0,0,2.26667,-299880,-55080
31,14,8,0,0,2.26667,-299880,-55080
31,14,9,0,0,2.26667,-299880,-55080
31,14,10,0,0,2.26667,-299880,-55080
31,14,11,0,0,2.26667,-299880,-55080
31,14,12,0,0,2.26667,-299880,-55080
31,14,13,0,0,2.26667,-299880,-55080
31,14,14,0,0,1.45333,-192276,-35316
31,15,1,0,0,2.26667,-299880,-55080
31,15,2,0,0,2.26667,-299880,-55080
31,15,3,0,0,2.26667,-299880,-55080
31,15,4,0,0,2.26667,-299880,-55080
31,15,5,0,0,2.26667,-299880,-55080
31,15,6,0,0,2.26667,-299880,-55080
31,15,7,0,0,2.26667,-299880,-55080
31,15,8,0,0,2.26667,-299880,-55080
31,15,9,0,0,2.26667,-299880,-55080
31,15,10,0,0,2.26667,-299880,-55080
31,15,11,0,0,2.26667,-299880,-55080
31,15,12,0,0,2.26667,-299880,-55080
31,15,13,0,0,2.26667,-299880,-55080
31,15,14,0,0,1.40805,-186286,-34215.7
31,16,1,0,0,2.26667,-299880,-55080
31,16,2,0,0,2.26667,-299880,-55080
31,16,3,0,0,2.26667,-299880,-55080
31,16,4,0,0,2.26667,-299880,-55080
31,16,5,0,0,2.26667,-299880,-55080
31,16,6,0,0,2.26667,-299880,-55080
31,16,7,0,0,2.26667,-299880,-55080
31,16,8,0,0,2.26667,-299880,-55080
31,16,9,0,0,2.26667,-299880,-55080
31,16,10,0,0,2.26667,-299880,-55080
31,16,11,0,0,2.26667,-299880,-55080
31,16,12,0,0,2.26667,-299880,-55080
31,16,13,0,0,2.26667,-299880,-55080
31,16,14,0,0,1.45314,-192251,-35311.3
31,17,1,0,0,2.26667,-299880,-55080
31,17,2,0,0,2.26667,-299880,-55080
31,17,3,0,0,2.26667,-299880,-55080
31,17,4,0,0,2.26667,-299880,-55080
31,17,5,0,0,2.26667,-299880,-55080
31,17,6,0,0,2.26667,-299880,-55080
31,17,7,0,0,2.26667,-299880,-55080
31,17,8,0,0,2.26667,-299880,-55080
31,17,9,0,0,2.26667,-299880,-55080
31,17,10,0,0,2.26667,-299880,-55080
31,17,11,0,0,2.26667,-299880,-55080
31,17,12,0,0,2.26667,-299880,-55080
31,17,13,0,0,2.26667,-299880,-55080
31,17,14,0,0,1.39413,-184443,-33877.2
31,18,1,0,0,2.26667,-299880,-55080
31,18,2,0,0,2.26667,-299880,-55080
31,18,3,0,0,2.26667,-299880,-55080
31,18,4,0,0,2.26667,-299880,-55080
31,18,5,0,0,2.26667,-299880,-55080
31,18,6,0,0,2.26667,-299880,-55080
